foundation,tax_year,recipient,amount,purpose,city,state,irs_object_id
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 EDREPORTS.ORG INC PO BOX 51099",1200000,GENERAL OPERATING SUPPORT,DURHAM,NC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATE78,15000,FREEDOM LITERACY FUND,BROADWAY OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION LEADERS OF COLOR INC,1000000,BOULDER FUND SUPPORT,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION LEADERS OF COLOR INC,200000,CULTURALLY RESPONSIVE SOCIAL STUDIES NETWORK,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION LEADERS OF COLOR INC,350000,GENERAL OPERATING SUPPORT,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION LEADERS OF COLOR INC,350000,RECONSTRUCTION SCHOLARSHIP FUND FOR OUSD,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION PIONEERS INC,550000,GENERAL OPERATING SUPPORT,ND FLOOR BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION PIONEERS INC,500000,SCHOOL SYSTEMS COVID-RESPONSE FELLOWSHIP,ND FLOOR BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION RESOURCE STRATEGIES INC,1750000,GENERAL OPERATING SUPPORT,PLEASANT STREET WATERTOWN,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATION TRUST INC.,724301,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATIONAL ALLIANCE INC,5000,WE THE PEOPLE BALL,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EDUCATORS FOR EXCELLENCE,550000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"EL EDUCATION, INC.",600000,ENGLISH LANGUAGE DEVELOPMENT (ELD) CURRICULUM - PRODUCT DEVELOPMENT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EMERGENCY INFANT SERVICES,40000,GENERAL OPERATING SUPPORT,DENVER AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EMERGENCY INFANT SERVICES,17834,JUNIOR BOARD EVENT MATCHING GRANT,DENVER AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ENCOUNTER PROGRAMS INC,50000,LEVERAGING INVESTMENT IN THE ENCOUNTER NETWORK FOR GREATER IMPACT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"ENTERPRISE COMMUNITY PARTNERS, INC.",10000000,THE EQUITABLE PATH FORWARD INITIATIVE,CORPORATE CENTER COLUMBIA,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ENVISION EXCELLENCE IN STEM EDUCATION,50000,STEM LEARNING ECOSYSTEMS INITIATIVE,RD CLEVELAND HEIGHTS,OH,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,EQUAL OPPORTUNITY SCHOOLS,51000,AP COMPUTER SCIENCE EXPANSION,NICKERSON STREET SEATTLE,WA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAB LAB TULSA INC,50000,CAPITAL CAMPAIGN,LEWIS AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAB LAB TULSA INC,15000,GENERAL OPERATING SUPPORT,LEWIS AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAITH IN PUBLIC LIFE INC PO BOX 33668 WASHINGTON,250000,WOMEN OF FAITH PROJECT SUPPORT,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAMILY & CHILDREN'S SERVICES INC,175000,ADDITIONAL PROGRAM STAFF FOR F&CS WIR (WOMEN IN RECOVERY),TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAMILY & CHILDREN'S SERVICES INC,40000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAMILY & CHILDREN'S SERVICES INC,255000,WOMEN’S JUSTICE TEAM (WJT) PROGRAMS AND PHYSICAL LOCATION,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAMILY ENGAGEMENT LAB,150000,GENERAL OPERATING SUPPORT,STREET SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAMILY SAFETY CENTER,50000,GENERAL OPERATING SUPPORT,CIVIC CENTER TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FAMILY VALUES AT WORK A MULTI-STATE CONSORTIUM,250000,GENERAL OPERATING SUPPORT,MILWAUKEE,WI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FELLOWSHIP BMEC INC,50000,CULTURALLY RESPONSIVE PRACTICES - ELEARNING SERIES.,LANE ELKINS PARK,PA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FELLOWSHIP BMEC INC,200000,SUMMER LEARNING GRANT,LANE ELKINS PARK,PA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FISTULA FOUNDATION,92750,GENERAL OPERATING SUPPORT,SAN JOSE,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FJC - A FOUNDATION OF DONOR ADVISED FUNDS,30426,JEWISH COMMUNITY IMPACT FUND,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FLINT JEWISH FEDERATION,15000,YOM HAATZMAUT SPECIAL,BRISTOL ROAD FLINT,MI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"FLORIDA INTERNATIONAL UNIVERSITY GREEN SCHOOL OF INTERNATIONAL PUBLIC AFFAIRS, 11200 SW 8TH STREET, MARC",380000,PROSECUTOR PERFORMANCE INDICATORS PROJECT,MIAMI,FL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOOTSTEPS INC,335000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOR THE PEOPLE,625000,GENERAL OPERATING SUPPORT,OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FORT LEWIS COLLEGE FOUNDATION,103264,CAREER PATHWAYS TO PROMOTE TRIBAL NATION BUILDING,RIM DR DURANGO,CO,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FORWARD IMPACT,150000,PROJECT SUPPORT FOR THE REPRESENT JUSTICE AMBASSADOR PROGRAM,STREET LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FORWARD TOGETHER,500000,GENERAL OPERATING SUPPORT,OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR JEWISH CAMP INC,250000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR JEWISH CAMP INC,6120,GRANTEE CARE AND SUPPORT FUND,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR JEWISH CAMP INC,250000,JEWISH COMMUNITY FUND IMPACT PROGRAM | SUMMER 2021 CAMP CAPACITY EXPANSION,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR THE DEFENSE OF DEMOCRACIES INC,50000,GENERAL OPERATING SUPPORT,S WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR TULSA SCHOOLS,1764000,DESTINATION EXCELLENCE,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR TULSA SCHOOLS,600,EAST CENTRAL HIGH SCHOOL GARDEN CLUB PROJECT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR TULSA SCHOOLS,100000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR TULSA SCHOOLS,49980,GRANT MANAGEMENT SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FOUNDATION FOR TULSA SCHOOLS,1700000,INSTRUCTIONAL QUALITY AND STRATEGIC INITIATIVES SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FREEFROM,832000,EQUALITY CAN'T WAIT CHALLENGE - A CALL TO ACTION: HOLDING SOCIETY ACCOUNTABLE FOR INTIMATE PARTNER VIOLENCE,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FRESH AIR FUND,100000,SUMMER LEARNING 2021: THE FRESH AIR FUND SUMMER TEEN ACADEMY,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FRONTIER MEDIA GROUP,5000,GENERAL OPERATING SUPPORT,CAMERON STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FUND FOR EDUCATIONAL EXCELLENCE INC,750000,EMERGENCY SUPPORT FOR COVID,BALTIMORE,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FUND TEXAS CHOICE,200000,GENERAL OPERATING SUPPORT,AUSTIN,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FUNDACION TZEDAKA USA INC,18000,EMERGENCY SUPPORT TO FUNDACION TZEDAKA URUGUAY,AVENUE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FUNDERS FOR REPRODUCTIVE EQUITY INC PO BOX 750,105000,GENERAL OPERATING SUPPORT,ROCKVILLE,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FUSION PARTNERSHIPS INC,35000,BALTIMORE ALGEBRA PROJECT - VIRTUAL SUMMER LEARNING BRIDGE,SOUTH BALTIMORE,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,FUTURES WITHOUT VIOLENCE,500000,GENERAL OPERATING SUPPORT,PRESIDIO SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GAINING GROUND,50000,GENERAL OPERATING SUPPORT,HOUSTON AVE JENKS,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GATHERDC,15000,JCRIF TECHNICAL ASSISTANCE GRANT,STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GATHERDC,400000,NATIONAL PILOT (JCRIF RESET),STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GENERATION CITIZEN INC,15000,TULSA PROGRAM SUPPORT,ST. NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GENERATION HOPE,75000,GENERAL OPERATING SUPPORT,AVENUE NE WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GENERATION TEACH INC,200000,GENERAL OPERATING SUPPORT,BOSTON,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GIFT OF LIFE MARROW REGISTRY,5000,GENERAL OPERATING SUPPORT,NW BOCA RATON,FL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GIFT OF LIFE MARROW REGISTRY,150000,INSPIRING THE NEXT GENERATION TO HELP SAVE LIVES,NW BOCA RATON,FL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GILCREASE MUSEUM MANAGEMENT TRUST,2500,GENERAL OPERATING SUPPORT,MUSEUM ROAD TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GIRL SCOUTS OF EASTERN OKLAHOMA INC,40000,STEM STRATEGIST,E. AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GIRLS INCORPORATED,2080000,EQUALITY CAN'T WAIT CHALLENGE - GIRLS INC. PROJECT ACCELERATE: REIMAGINING WORKPLACE EQUALITY,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GLOBAL GARDENS PO BOX 52034,100000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GO PUBLIC SCHOOLS,75000,BUILDING ENERGY CONVERTORS’ ORGANIZATIONAL CAPACITY TO EXPAND OPPORTUNITIES FOR STUDENTS TO LEAD EFFORTS TO IMPROVE EDUCATION,SACRAMENTO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS,100000,GENERAL OPERATING SUPPORT,STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GREENWOOD CULTURAL CENTER INC,20000,GENERAL OPERATING SUPPORT,GREENWOOD AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GROWING TOGETHER,40000,COMMUNITY MOBILIZATION AND LEADERSHIP INITIATIVE,LEWIS AVE. TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GROWING TOGETHER,200000,KENDALL-WHITTIER NEIGHBORHOOD TRUST,LEWIS AVE. TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,GUTTMACHER INSTITUTE INC,500000,GENERAL OPERATING SUPPORT,LANE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"HARLEM CHILDREN'S ZONE, INC.",2750000,GENERAL OPERATING SUPPORT FOR AUDACIOUS PROJECT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HAROLD GRINSPOON FOUNDATION,75000,GENERAL OPERATING SUPPORT,AGAWAM,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"HAZON, INC.",7200,JEWISH YOUTH CLIMATE MOVEMENT: IMMERSIVE SUMMER LEADERSHIP PROGRAMMING,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HEALTH OUTREACH PREVENTION EDUCATION INC,5000,GENERAL OPERATING SUPPORT,ST STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HEBREW FREE LOAN SOCIETY INC,2000000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HIAS INC,100000,AFGHAN REFUGEE RESETTLEMENT AND ADVOCACY,SILVER SPRING,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,200000,DEEPENING ISRAEL WORK ACROSS THE HILLEL MOVEMENT,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,14025,GAP YEAR FOR JCRIF 2.0,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,35000,GENERAL OPERATING SUPPORT,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,23940,GRANTEE CARE AND SUPPORT FUND,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,275000,HILLEL ISRAEL MASTERCLASS AND STUDENT ISRAEL CURRICULA,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,150000,LAZOS,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HILLEL: THE FOUNDATION FOR JEWISH CAMPUS LIFE,3500000,NAVIGATING FROM CRISIS TOWARD TRANSFORMATION: PREPARING FOR HILLEL’S SECOND CENTURY,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HISPANIC HERITAGE FOUNDATION,200000,SUMMER LEARNING,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HIV RESOURCE CONSORTIUM INC,100000,MORTGAGE RELIEF,TH ST TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HMONG AMERICAN WOMENS ASSOCIATION,125000,GENERAL OPERATING SUPPORT TO AFRICAN AMERICAN ROUNDTABLE,NATIONAL AVENUE MILWAUKEE,WI,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HOLLAND HALL,50000,FINANCIAL AID FOR LOW-INCOME STUDENTS,ST ST TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HONEYMOON ISRAEL FOUNDATION INC,3780,GRANTEE CARE AND SUPPORT FUND,ST NE ATLANTA,GA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HONEYMOON ISRAEL FOUNDATION INC,750000,"GROWTH, CAPACITY BUILDING, AND ENRICHMENT",ST NE ATLANTA,GA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HOPEWELL FUND,1000000,DEMOCRACY DOCKET LEGAL FUND,-D WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HOPEWELL FUND,1000000,EMERGENCY SUPPORT FOR BACKSTOP FUND AND TX LEGAL DEFENSE FUND,-D WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HOPEWELL FUND,1510000,GENERAL OPERATING SUPPORT,-D WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HOPEWELL FUND,125000,SOCIAL AND ECONOMIC STRATEGIES CENTER,-D WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,HUMBLE SONS BIKE COMPANY,25000,AFTER SCHOOL BIKE CLUB,PL BROKEN ARROW,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ICIVICS INC,400000,EDUCATING FOR AMERICAN DEMOCRACY IMPLEMENTATION PILOTS,CAMBRIDGE STREET CAMBRIDGE,MA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,IF/WHEN/HOW,500000,GENERAL OPERATING SUPPORT,OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,IGNITE,832000,EQUALITY CAN'T WAIT CHALLENGE - TRAINING NEXT GEN WOMEN TO FLEX THEIR POLITICAL POWER,TH ST OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ILLUSTRATIVE MATHEMATICS PO BOX 69822 ORO,250000,K-5 SPANISH TRANSLATION,VALLEY,AZ,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,IMMSCHOOLS PO BOX 181029,100000,GENERAL OPERATING SUPPORT,DALLAS,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,IMPACT JUSTICE,200000,GENERAL OPERATING SUPPORT,LAKESHORE AVE. OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,IN OUR OWN VOICE NATIONAL BLACK WOMENS REPRODUCTIVE JUSTICE AGENDA,1200000,GENERAL OPERATING SUPPORT,SILVER SPRING,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,INSPIRENOLA CHARTER SCHOOLS,75000,ALLIANCE FOR DIVERSITY AND EXCELLENCE,NEW ORLEANS,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,INSTITUTE OF SOUTHERN JEWISH LIFE INC,100000,ISJL EDUCATION FELLOWS 2019-21 AND THE SUSAN & MACY B. HART FUND,A JACKSON,MS,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,INTEGRITY FIRST FOR AMERICA INC. PO BOX 1831,500000,CHARLOTTESVILLE CASE AND GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,INTERCULTURAL DEVELOPMENT RESEARCH ASSOCIATION,300000,RESOURCE HUB,SAN ANTONIO,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,INTERFAITH VOICES FOR REPRODUCTIVE JUSTICE,150000,GENERAL OPERATING SUPPORT,HURST DR. MABLETON,GA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,IRON GATE INC,20000,GENERAL OPERATING SUPPORT,ARCHER STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAAID (US) GLOBAL HUMANITARIAN ASSISTANCE INC,800000,GENERAL OPERATING SUPPORT,AVE PALO ALTO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAAID (US) GLOBAL HUMANITARIAN ASSISTANCE INC,31680,GRANTEE CARE AND SUPPORT FUND,AVE PALO ALTO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAAID (US) GLOBAL HUMANITARIAN ASSISTANCE INC,100000,HAITIAN EMERGENCY RESPONSE,AVE PALO ALTO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL EDUCATION RESOURCE CENTER,500000,CAPACITY BUILDING,REVERE DRIVE NORTHBROOK,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL EDUCATION RESOURCE CENTER,3960,GRANTEE CARE AND SUPPORT FUND,REVERE DRIVE NORTHBROOK,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL INSTITUTE INC,4294726,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL INSTITUTE INC,900,GRANTEE CARE AND SUPPORT FUND,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL ON CAMPUS COALITION PO BOX 34640 WASHINGTON,225000,ACADEMIC ENGAGEMENT NETWORK: ADDRESSING NEW CAMPUS REALITIES,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL ON CAMPUS COALITION PO BOX 34640 WASHINGTON,1500000,CAMPUS ACTION PLAN,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL ON CAMPUS COALITION PO BOX 34640 WASHINGTON,300000,DIGITAL STAFF EXPANSION,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL ON CAMPUS COALITION PO BOX 34640 WASHINGTON,4680,GRANTEE CARE AND SUPPORT FUND,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL POLICY FORUM INC,200000,ENHANCED WASHINGTON WORK,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL POLICY FORUM INC,2340,GRANTEE CARE AND SUPPORT FUND,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL POLICY FORUM INC,300000,IPF ATID GROWTH AND EXPANSION,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ISRAEL21C,65000,GENERAL OPERATING SUPPORT,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ITREK,50000,DLEAD COMMUNITY OF PRACTICE FOR DEVELOPMENT PROFESSIONALS,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ITREK,5752,FUTURING: EVOLVING OUR WORKSPACE,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ITREK,2880,GRANTEE CARE AND SUPPORT FUND,BROADWAY NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"JAMES B. HUNT, JR. INSTITUTE FOR EDUCATIONAL LEADERSHIP & POLICY FOUNDATION, INC.",200000,,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JAMES INC.,5000,AWARENESS CAMPAIGN,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JANE'S DUE PROCESS INC PO BOX 685137,200000,GENERAL OPERATING SUPPORT,AUSTIN,TX,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"JERUSALEM FOUNDATION, INC.",100000,LEADERSHIP GIVING INITIATIVE,AVENUE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWBELONG INC,150000,JEWBELONG OR JEWBEGONE OUTDOOR CAMPAIGN,AFTERFGLOW WAY VERONA,NJ,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH BOOK COUNCIL,3600,GENERAL OPERATING SUPPORT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH COMMUNAL FUND,400000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH COMMUNITY CENTER IN MANHATTAN INC,3600,GENERAL OPERATING SUPPORT,AVE NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH COMMUNITY RELATIONS COUNCIL OF SAN FRANCISCO MARIN & PENINSULA,200000,INSTITUTE FOR CURRICULUM SERVICES,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH COUNCIL FOR PUBLIC AFFAIRS,50000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH COUNCIL FOR PUBLIC AFFAIRS,50000,STRATEGIC PLANNING AND ADDITIONAL PROGRAM SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FAMILY & COMMUNITY SERVICES EAST BAY,10000,AFGHANI FAMILY RESETTLEMENT SUPPORT,BERKELEY,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FEDERATION COUNCIL OF GREATER LOS ANGELES,16666,GENERAL OPERATING SUPPORT,LOS ANGELES,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FEDERATIONS OF NORTH AMERICA INC,251500,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FEDERATIONS OF NORTH AMERICA INC,23940,GRANTEE CARE AND SUPPORT FUND,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FEDERATIONS OF NORTH AMERICA INC,1000000,LIVESECURE GROWTH PLAN,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,JEWISH FOOD SOCIETY INC,75000,GENERAL OPERATING SUPPORT AND SUPPORT FOR SCHMALTZY PODCAST,BROADWAY NEW YORK,NY,char500:731312965_2021
