foundation,tax_year,recipient,amount,purpose,city,state,irs_object_id
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY COLLEGE FOUNDATION,250000,FACILITIES ASSESSMENT AND PLANNING PROJECT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY COLLEGE FOUNDATION,30000,FINANCIAL AID FOR ENGLISH AS A SECOND LANGUAGE (ESL) STUDENTS,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY COLLEGE FOUNDATION,25000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY COLLEGE FOUNDATION,7035,HIGHER EDUCATION BRIDGE FOR TPS GRADUATES,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,100000,1921 TULSA RACE MASSACRE SURVIVORS,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,100000,ARTS ALLIANCE TULSA AGENCY DISTRIBUTIONS,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,125000,"BLACK TECH STREET, SUPPORT",TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,10000,BLUEPRINT918 OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,750000,BUILD IN TULSA GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,1000000,CITY OF TULSA'S AFFORDABLE HOUSING TRUST FUND,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,100000,EMERGENCY RESPONSE COVID-19 RELIEF FUND TO SUPPORT TULSA'S IMMIGRANT COMMUNITY,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,79350,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,240000,HOLBERTON SCHOOL LIVING STIPENDS,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,225000,HUNGER FREE OKLAHOMA GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,350000,IMPACTTULSA GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,18000,LONG TERM CARE APARTMENT FURNISHING -THE WELCOME FUND #91-0062-KY-3,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,270350,MY DREAM SCHOLARSHIP FUND,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,10000,OKLAHOMA STATE REGENTS OF HIGHER EDUCATION CHANCELLOR GLEN D. JOHNSON SCHOLARSHIP,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,125000,PRECONCEPTION & SEXUAL HEALTH EDUCATION AND OUTREACH,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,65000,R&G GROCERS FOOD ACCESS INITIATIVES,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,115000,REVOLVE,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,90000,SUPPLIED FOR SUCCESS,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,25000,"TERENCE CRUTCHER FOUNDATION, GENERAL OPERATING SUPPORT",TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,300000,TULSA HIGHER EDUCATION CONSORTIUM OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,500000,TULSA RACE MASSACRE CENTENNIAL COMMISSION CAPITAL CAMPAIGN,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,20000,"TULSA TALENT PLANNING FUND, PLANNING GRANT",TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,25000,TULSA TOMORROW/GROW JEWISH TULSA,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,25000,TULSA VOTER REGISTRATION AND COMMUNITY ORGANIZING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,100000,TULSA YOUTH SUMMER PROGRAM FUND,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,500000,TULSA'S GATHERING PLACE - PHASE I,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA COMMUNITY FOUNDATION,10000,TYPROS FOUNDATION GRANT CYCLE,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA CONGREGATION B'NAI EMUNAH PO BOX 52430,20000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA DAY CENTER INC PO BOX 1019,500000,CAPITAL SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA DAY CENTER INC PO BOX 1019,5000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA DEBATE LEAGUE PO BOX 35711,45000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA ECONOMIC DEVELOPMENT CORPORATION,50000,CAPACITY SUPPORT FOR AFFORDABLE HOUSING AND ACCESS TO CAPITAL IN UNDERSERVED NEIGHBORHOODS,SECOND FLOOR TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA GARDEN CENTER INC,618,GENERAL OPERATING SUPPORT,PEORIA AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA GARDEN CENTER INC,64795,OUTDOOR CLASSROOM SUMMER PROGRAMMING SUPPORT,PEORIA AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA GIRLS ART SCHOOL PROJECT INC,25000,SUMMER SUPPORT,ADMIRAL BLVD TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA GLOBAL ALLIANCE INC,2500,WORLD IN A BOX DAY,GREENWOOD AVENUE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA HISTORICAL SOCIETY,5000,GENERAL OPERATING SUPPORT,PEORIA AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA HONOR ACADEMY,150000,GENERAL OPERATING SUPPORT,LAKEWOOD AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA HUB SYNDICATE,5000,GENERAL OPERATING SUPPORT,RD STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA JEWISH COMMUNITY COUNCIL JEWISH FEDERATION OF TULSA,75000,GENERAL OPERATING SUPPORT,ST STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA JEWISH COMMUNITY COUNCIL JEWISH FEDERATION OF TULSA,7365,JEWISH INTENSIFICATION,ST STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA LAWYERS FOR CHILDREN INC. PO BOX 2254,25000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA LEGACY CHARTER SCHOOL INC,200000,GENERAL OPERATING SUPPORT,STREET NORTH TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA METROPOLITAN MINISTRY PO BOX 792614,30000,AFGHAN ARRIVALS ASSISTANCE FUND,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA OPERA INC,20000,ANY GIVEN CHILD AND RAISE YOUR VOICE PROGRAMS,BOULDER AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA REGIONAL STEM ALLIANCE INC,250000,GENERAL OPERATING SUPPORT AND PROGRAMMING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA SCHOOL OF ARTS AND SCIENCES FOUNDATION FOR ACADEMIC EXCELLENCE,25000,GENERAL OPERATING SUPPORT,EASTON ST TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 TULSA SYMPHONY ORCHESTRA INC",10000,ALL RISE PERFORMANCE WITH LINCOLN CENTER JAZZ ORCHESTRA & WYNTON MARSALIS,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA SYMPHONY ORCHESTRA INC,5000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA SYMPHONY ORCHESTRA INC,50000,TSO EDUCATION OUTREACH CARNEGIE HALL LINK UP PROGRAM,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA YOUTH ROWING ASSOCIATION PO BOX 52268,10000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,TULSA ZOO MANAGEMENT,3000,GENERAL OPERATING SUPPORT,ST NORTH TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"TULSA'S FUTURE INC ONE WEST THIRD STREET, SUITE 100",21000,GENERAL OPERATING SUPPORT,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 TULSA'S FUTURE INC ONE WEST THIRD STREET, SUITE 100",100000,TULSA PUBLIC SCHOOLS BOND CAMPAIGN,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"CHARITY, TYPE 1 ULTRAVIOLET EDUCATION FUND PO BOX 92592 WASHINGTON",10000,BLM LOUISVILLE - ORGANIZING TRAINING / SKILLSHARE WEEK,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ULTRAVIOLET EDUCATION FUND PO BOX 92592 WASHINGTON,250000,GENERAL OPERATING SUPPORT,,,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNBOUNDED LEARNING INC,300000,CRSE AUTHOR NETWORK PROJECT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNBOUNDED LEARNING INC,1200000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNION FOR REFORM JUDAISM,100000,"REDI RESOURCES AND TRAININGS FOR RABBIS, CONGREGATIONS AND STUDENT RABBIS",NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNION SCHOOLS EDUCATION FOUNDATION INC,55000,UNION EARLY COLLEGE HIGH SCHOOL,ST STREET TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNITED JEWISH APPEAL FEDERATION OF JEWISH PHILANTHROPIES OF NY INC,718,COMMUNITY INITIATIVE FOR HOLOCAUST SURVIVORS,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNITED JEWISH APPEAL FEDERATION OF JEWISH PHILANTHROPIES OF NY INC,107000,REIMAGINING ENGAGEMENT FOR JEWISH STUDENTS ON COMMUTER CAMPUSES (JCRIF RESET),ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNITED JEWISH APPEAL FEDERATION OF JEWISH PHILANTHROPIES OF NY INC,250000,SHINE A LIGHT,ST NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNITED WAY WORLDWIDE,200000,211 NETWORK,FAIRFAX ST ALEXANDRIA,VA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNITED WE DREAM NETWORK INC.,10000,GENERAL OPERATING SUPPORT,ST NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",390000,JUSTINNOVATE UCSF,SAN FRANCISCO,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF CHICAGO,172500,UNIVERSITY OF CHICAGO'S HEALTH LAB,ELLIS AVE CHICAGO,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF OKLAHOMA FOUNDATION INC,65500,BSW SCHOLARSHIPS,TIMBERDELL ROAD NORMAN,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF OKLAHOMA FOUNDATION INC,250000,,TIMBERDELL ROAD NORMAN,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF OKLAHOMA FOUNDATION INC,120000,TEAM FOR CHILDREN AT RISK,TIMBERDELL ROAD NORMAN,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF OKLAHOMA FOUNDATION INC,91000,YOUTH PHILANTHROPY INITIATIVE,TIMBERDELL ROAD NORMAN,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF OREGON,100000,RAPID-EC PROJECT,OF OREGON EUGENE,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF TULSA,15000,ALBERT SCHWEITZER FELLOWSHIP PROGRAM,TUCKER DR TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UNIVERSITY OF TULSA,69000,GENERAL OPERATING SUPPORT,TUCKER DR TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UP WITH TREES INC,500,GENERAL OPERATING SUPPORT,BOSTON AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UPSTART BAY AREA,500000,GENERAL OPERATIONS AND DEIJ SUPPORT,RD FLOOR OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,UPSTART BAY AREA,3960,GRANTEE CARE AND SUPPORT FUND,RD FLOOR OAKLAND,CA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,URBAN CODERS GUILD INC,15000,PROGRAM SUPPORT,ST NORTH TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,URBAN STRATEGIES INC.,60000,TULSA CHOICE NEIGHBORHOODS INITIATIVE PEOPLE STRATEGY,STREET SAINT LOUIS,MO,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,URBAN TEACHERS,517000,EMERGENCY FINANCIAL ASSISTANCE FOR INCOMING RESIDENTS,BALTIMORE,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,URBAN TEACHERS,750000,GENERAL OPERATING SUPPORT,BALTIMORE,MD,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,URGE UNITE FOR REPRODUCTIVE AND GENDER EQUITY,850000,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,VENTURE FOR AMERICA INC,25000,IMPLEMENT VFA FELLOWS PROGRAM IN TULSA OK,STREET NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,VILLAGE OF WISDOM INC,250000,GENERAL OPERATING SUPPORT,UMSTEAD ST DURHAM,NC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,VOTE MAMA FOUNDATION INC,100000,GENERAL OPERATING SUPPORT,AVON PL AMITYVILLE,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,WASHINGTON INSTITUTE FOR NEAR EAST POLICY,15360,GENERAL OPERATING SUPPORT,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,WASHINGTON INSTITUTE FOR NEAR EAST POLICY,200000,RESEARCH ASSISTANT PROGRAM AND THE IDF FELLOWS PROGRAM,WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"WESTERN STATES CENTER, INC.",100000,MULTI-SECTOR LEADERSHIP DEVELOPMENT TO STRENGTHEN CIVIL SOCIETY’S COMMITMENT TO INCLUSIVE DEMOCRACY,PORTLAND,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,XAVIER UNIVERSITY OF LOUISIANA,230000,SCHOLARSHIPS FOR ASPIRING BLACK EDUCATORS,DR NEW ORLEANS,LA,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YALE UNIVERSITY PO BOX 2038,850000,GENERAL OPERATING SUPPORT,NEW HAVEN,CT,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YMCA OF GREATER TULSA,250000,WESTSIDE YMCA LET'S GO CAPITAL CAMPAIGN,TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YOUNG JUDAEA CAMP TEL YEHUDAH INC,75000,EMERGENCY SUPPORT,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YOUNG JUDAEA CAMP TEL YEHUDAH INC,100000,JEWISH COMMUNITY RESPONSE AND IMPACT FUND ALIGNED GRANT PROGRAM,FLOOR NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YOUNG PEOPLE OF THE NEXT GENERATION INCORPORATED,5000,GENERAL OPERATING SUPPORT,TH PL TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YOUTH GUIDANCE,500000,YOUTH GUIDANCE BECOMING A MAN (BAM) AND WORKING ON WOMANHOOD (WOW) PROGRAMS: SCALING SUPPORT FOR EXPANSION INTO THREE NEW SCHOOL DISTRICTS,CHICAGO,IL,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YOUTH SERVICES OF TULSA INC,35000,GENERAL OPERATING SUPPORT,MADISON AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YOUTH SERVICES OF TULSA INC,75000,LGBTQ YOUTH PROGRAMMING SUPPORT AND OUTREACH,MADISON AVE TULSA,OK,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,"YOUTH, RIGHTS & JUSTICE",20000,GENERAL OPERATING SUPPORT,SANDY BLVD PORTLAND,OR,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,YWCA USA,5180,GENERAL OPERATING SUPPORT,STREET NW WASHINGTON,DC,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ZEARN INC,200000,GENERAL OPERATING SUPPORT,NEW YORK,NY,char500:731312965_2021
Charles and Lynn Schusterman Family Foundation,2021,ZEARN INC,491000,SPANISH TRANSLATION,NEW YORK,NY,char500:731312965_2021
