foundation,tax_year,recipient,amount,purpose,city,state,irs_object_id
S & G Foundation,2023,VARIOUS - CASH (SEE STATEMENT),14932478,GENERAL CHARITABLE PURPOSES,,,202403209349107025
S & G Foundation,2023,VARIOUS - STOCK (SEE STATEMENT),110645564,GENERAL CHARITABLE PURPOSES,,,202403209349107025
S & G Foundation,2023,[NOT ITEMIZED IN FILED SCHEDULE],1,,,,364193183_2023 990PF (IRS scan)
